

*******************************************************************************
Ephemeris / API_USER Fri Dec 17 03:22:49 2021 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Mars (499)                      {source: mar097}
Center body name: Solar System Barycenter (0)     {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2000-Jan-01 00:00:00.0000 TDB
Stop  time      : A.D. 2001-Dec-01 00:00:00.0000 TDB
Step-size       : 7000 steps
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : (undefined)                                                  
Output units    : AU-D
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2451553.600000000, A.D. 2000-Jan-10 02:24:00.0000,  1.383764211741795E+00,  1.142134840347948E-01, -3.153212829046594E-02, -6.316222000929338E-04,  1.513131236314627E-02,  3.327032139816015E-04,
2451553.700000000, A.D. 2000-Jan-10 04:48:00.0000,  1.383700293438008E+00,  1.157265514224596E-01, -3.149884072265562E-02, -6.467434095394818E-04,  1.513003268164114E-02,  3.330480699040442E-04,
2451553.800000000, A.D. 2000-Jan-10 07:12:00.0000,  1.383634863151766E+00,  1.172394900305394E-01, -3.146551869009178E-02, -6.618618639750363E-04,  1.512873677386450E-02,  3.333925179036918E-04,
2451553.900000000, A.D. 2000-Jan-10 09:36:00.0000,  1.383567921155750E+00,  1.187522982337903E-01, -3.143216223184787E-02, -6.769775946111106E-04,  1.512742456715211E-02,  3.337365791538794E-04,
2451554.000000000, A.D. 2000-Jan-10 12:00:00.0000,  1.383499467727233E+00,  1.202649744001377E-01, -3.139877138862870E-02, -6.920904985403500E-04,  1.512609605056212E-02,  3.340802120239331E-04,
2451554.100000000, A.D. 2000-Jan-10 14:24:00.0000,  1.383429503150597E+00,  1.217775169037373E-01, -3.136534620342953E-02, -7.072005697817270E-04,  1.512475132172635E-02,  3.344234269228720E-04,
2451554.200000000, A.D. 2000-Jan-10 16:48:00.0000,  1.383358027705638E+00,  1.232899241225055E-01, -3.133188671593527E-02, -7.223078617110096E-04,  1.512339033412461E-02,  3.347662569686157E-04,
2451554.300000000, A.D. 2000-Jan-10 19:12:00.0000,  1.383285041674064E+00,  1.248021944269006E-01, -3.129839296618180E-02, -7.374122830261916E-04,  1.512201304356982E-02,  3.351086647216818E-04,
2451554.400000000, A.D. 2000-Jan-10 21:36:00.0000,  1.383210545346133E+00,  1.263143261912007E-01, -3.126486499730737E-02, -7.525137973917732E-04,  1.512061954733748E-02,  3.354506457235969E-04,
2451554.500000000, A.D. 2000-Jan-11 00:00:00.0000,  1.383134539009068E+00,  1.278263177958600E-01, -3.123130284979444E-02, -7.676124694502084E-04,  1.511920983227478E-02,  3.357922400172010E-04,
